"Height","Phos","Potas","Sulf","Planting","Type","Temp","Quality"
16.8,96,267,33,2022-03-10,"Phalaenopsis",27.7,7
22.3,78,299,43,2022-03-28,"Vanda",24.9,9
6.4,69,278,36,2022-03-20,"Oncidium",20.9,8
7.4,72,289,37,2022-03-30,"Paphiopedalum",21.4,5
7.3,84,0,41,2022-03-06,"Oncidium",21.4,7
7.7,87,305,32,2022-03-24,"Paphiopedalum",20.4,4
17.1,76,0,0,2022-04-05,"Cymbidium",20.1,6
23.8,0,318,39,2022-03-19,"Dendrobium",17.2,9
23.7,72,287,38,2022-03-30,"Dendrobium",16.8,6
17.2,94,255,37,2022-03-20,"Phalaenopsis",25.1,7
7.3,89,281,0,2022-03-09,"Oncidium",21.6,8
17,83,290,0,2022-04-09,"Phalaenopsis",23.9,5
11.8,65,310,33,2022-03-13,"Phalaenopsis",23.8,4
20.5,79,302,34,2022-03-15,"Cambria",21.4,4
14.7,67,0,34,2022-03-17,"Miltoniopsis",17.5,5
7,82,282,40,2022-03-18,"Oncidium",20.1,6
16.7,80,309,37,2022-03-13,"Cambria",20.9,5
14.2,72,283,36,2022-03-25,"Cymbidium",16.7,7
16.9,75,304,33,2022-03-11,"Cambria",20.7,6
15.4,84,239,39,2022-03-16,"Miltoniopsis",19.2,9
13.2,69,260,37,2022-03-29,"Cymbidium",19.1,8
7.8,82,286,33,2022-03-21,"Paphiopedalum",20,6
19.7,106,262,37,2022-03-25,"Cambria",21,9
8,81,285,40,2022-03-06,"Cattleya",21,7
6.2,77,313,36,2022-03-24,"Oncidium",19.9,6
3.1,88,334,36,2022-03-27,"Odontoglossum",16.5,7
22.3,95,252,40,2022-03-02,"Vanda",27,4
3.3,94,0,39,2022-03-22,"Odontoglossum",18.7,5
8.7,86,273,32,2022-04-06,"Cattleya",21.3,8
23.5,81,270,39,2022-04-13,"Vanda",25.5,5
3.2,78,311,42,2022-03-28,"Odontoglossum",19.5,7
7.2,84,279,0,2022-04-20,"Paphiopedalum",21.2,3
19.5,0,262,33,2022-03-26,"Cambria",22.5,8
5.8,79,300,36,2022-03-18,"Oncidium",22.2,9
6.6,77,263,34,2022-04-14,"Paphiopedalum",21.8,4
16.4,82,0,40,2022-03-30,"Phalaenopsis",25.4,7
14.5,58,237,41,2022-03-30,"Phalaenopsis",23.8,7
9.4,82,254,35,2022-03-31,"Paphiopedalum",20.3,4
15.9,81,289,41,2022-03-24,"Cymbidium",18.3,7
3.3,74,309,38,2022-03-30,"Odontoglossum",19.5,7
8.3,67,311,36,2022-03-29,"Paphiopedalum",20.7,9
7.5,79,211,35,2022-04-01,"Oncidium",20.4,6
13.2,0,286,40,2022-04-13,"Cymbidium",19.4,8
26.5,75,313,31,2022-03-18,"Dendrobium",17.5,7
17,99,304,32,2022-04-09,"Cambria",21.1,9
16.1,91,270,37,2022-04-02,"Phalaenopsis",26.7,6
7.7,88,297,32,2022-04-04,"Cattleya",20.6,8
2.5,71,327,38,2022-03-18,"Odontoglossum",17.4,7
17.5,101,0,34,2022-03-08,"Vanda",26.8,7
12.2,77,303,0,2022-03-20,"Phalaenopsis",25.1,7
15.8,78,251,37,2022-03-10,"Cambria",21.9,5
24.5,86,272,37,2022-03-15,"Vanda",24.9,5
12.9,68,293,39,2022-03-21,"Miltoniopsis",16.3,6
8,70,265,35,2022-04-03,"Oncidium",22.7,4
20.4,85,0,36,2022-04-05,"Dendrobium",17.4,5
27.9,87,269,40,2022-03-20,"Dendrobium",18.8,5
8.2,92,273,35,2022-03-18,"Cattleya",21.4,6
7.1,73,295,39,2022-03-30,"Cattleya",21,5
8.6,0,293,33,2022-03-26,"Cattleya",20.4,7
8.6,92,295,36,2022-04-17,"Paphiopedalum",22.1,6
13.3,65,281,33,2022-03-30,"Cymbidium",18.1,8
7.1,71,321,35,2022-04-03,"Paphiopedalum",19.9,3
6.5,73,325,37,2022-04-11,"Cattleya",21.3,6
14.1,94,0,34,2022-04-15,"Cymbidium",17.2,8
12.9,0,331,38,2022-04-08,"Cymbidium",20.4,7
15.4,84,288,35,2022-03-31,"Phalaenopsis",28.7,6
15.2,75,302,34,2022-03-13,"Cambria",21.5,5
3.3,75,266,39,2022-04-17,"Odontoglossum",19.2,8
8.9,75,0,38,2022-04-06,"Cattleya",21.2,5
8,75,245,34,2022-04-02,"Oncidium",19.9,7
7.8,69,278,36,2022-03-21,"Cattleya",20.5,7
13.2,68,294,36,2022-04-02,"Miltoniopsis",20.8,3
6.6,87,0,0,2022-04-15,"Oncidium",21.4,4
16.1,76,305,43,2022-03-28,"Phalaenopsis",27.2,6
12.6,87,264,36,2022-03-10,"Cymbidium",17.1,5
3.2,84,312,39,2022-04-08,"Odontoglossum",19.2,7
15.4,88,289,32,2022-04-02,"Phalaenopsis",26.5,10
12.2,63,275,37,2022-03-07,"Cymbidium",18.4,6
19.4,82,298,36,2022-03-29,"Cambria",21.2,9
3.1,63,259,38,2022-03-28,"Odontoglossum",18.2,8
14.8,0,303,34,2022-04-09,"Cymbidium",19.2,7
21.9,81,249,36,2022-03-16,"Vanda",24.5,7
8.4,85,282,37,2022-03-22,"Cattleya",19.9,8
25.9,79,0,0,2022-03-15,"Dendrobium",18.5,6
21.2,87,249,37,2022-03-24,"Vanda",23.7,9
15.1,74,311,39,2022-03-25,"Phalaenopsis",28.2,7
7.3,91,278,40,2022-03-05,"Oncidium",22.2,5
14.5,89,293,0,2022-03-12,"Cymbidium",18.8,5
9.2,86,276,34,2022-04-09,"Cattleya",21.5,6
16.3,80,294,34,2022-04-03,"Phalaenopsis",24.7,9
19.8,92,288,39,2022-04-14,"Vanda",24.1,6
24,83,261,36,2022-03-16,"Dendrobium",17.1,5
6.8,88,0,34,2022-03-13,"Paphiopedalum",21.4,7
16.2,91,233,30,2022-03-11,"Cambria",22,6
18.1,0,267,34,2022-04-08,"Phalaenopsis",27,6
24,0,329,41,2022-03-16,"Vanda",26.6,6
14.3,82,287,38,2022-03-15,"Miltoniopsis",20.3,6
27.1,101,0,33,2022-04-06,"Dendrobium",19,10
17.9,77,285,37,2022-03-10,"Vanda",23.6,6
10.2,0,278,33,2022-03-18,"Cattleya",22.6,8
15.1,89,264,0,2022-03-26,"Miltoniopsis",20.1,7
24.7,0,262,36,2022-03-26,"Vanda",25.2,6
19.7,105,295,34,2022-04-15,"Dendrobium",18.7,6
19.2,93,282,33,2022-03-29,"Cambria",20.3,5
30.2,70,271,40,2022-03-26,"Dendrobium",19.4,9
25.5,79,306,38,2022-04-12,"Dendrobium",17.5,4
18.8,88,280,38,2022-04-01,"Cambria",20.8,7
14.5,69,305,37,2022-04-28,"Phalaenopsis",26.3,7
17,83,313,38,2022-03-24,"Phalaenopsis",26.5,6
6.2,81,291,34,2022-03-14,"Paphiopedalum",22.7,8
16.3,102,278,39,2022-03-21,"Cymbidium",17.4,3
6.9,81,303,0,2022-03-26,"Oncidium",20,7
13.1,0,264,38,2022-04-12,"Miltoniopsis",16.9,6
3.1,78,293,41,2022-03-20,"Odontoglossum",17.8,9
3.6,103,282,40,2022-03-13,"Odontoglossum",19.4,3
7.2,89,0,37,2022-03-08,"Oncidium",22.5,5
22,71,277,41,2022-03-16,"Cambria",22,8
8.8,74,298,37,2022-03-21,"Cattleya",20.7,6
9.2,73,283,39,2022-03-27,"Cattleya",21.2,8
18.3,88,0,35,2022-04-06,"Dendrobium",17.9,7
25.7,65,0,40,2022-03-21,"Dendrobium",18,5
16,78,264,36,2022-03-17,"Miltoniopsis",18.4,5
12.4,0,274,0,2022-03-15,"Miltoniopsis",19,9
14.1,83,296,37,2022-03-04,"Miltoniopsis",16.9,10
16.4,0,269,38,2022-03-30,"Miltoniopsis",18.7,5
12.2,0,290,37,2022-03-14,"Cymbidium",19.7,5
6.5,66,296,40,2022-03-11,"Oncidium",21.2,5
13.6,80,276,34,2022-04-14,"Miltoniopsis",19.8,6
18.5,75,295,33,2022-03-30,"Cambria",22,8
15.3,92,273,37,2022-04-13,"Cymbidium",17.7,8
16,0,275,34,2022-03-14,"Cymbidium",19.1,7
29.5,78,0,39,2022-03-18,"Dendrobium",19.1,8
21.4,89,287,34,2022-04-07,"Cambria",22.3,8
3.1,86,274,36,2022-04-13,"Odontoglossum",18.3,6
14.5,78,259,34,2022-04-06,"Phalaenopsis",23.4,6
7.3,74,276,36,2022-03-10,"Cattleya",20.7,8
12,78,307,36,2022-03-13,"Miltoniopsis",17.9,8
24.3,82,280,35,2022-03-18,"Vanda",25.9,8
6.6,0,264,37,2022-03-24,"Cattleya",19.3,8
14.8,84,276,0,2022-03-14,"Cymbidium",20,6
6.3,81,271,39,2022-03-08,"Oncidium",21.3,6
12,103,289,35,2022-03-20,"Cambria",19.5,4
21.3,0,292,37,2022-03-15,"Vanda",23.3,9
24.7,80,303,35,2022-04-01,"Vanda",25.9,7
7.9,82,293,40,2022-03-26,"Cattleya",22.1,8
27.2,73,267,41,2022-03-10,"Vanda",26.8,8
20.1,79,288,0,2022-03-09,"Dendrobium",16.6,6
7.2,79,239,38,2022-03-30,"Cattleya",22.7,10
13.5,94,263,34,2022-03-27,"Cymbidium",19.9,7
6.8,80,240,37,2022-03-24,"Oncidium",20.7,6
14.3,77,276,43,2022-03-10,"Phalaenopsis",24.5,4
7.6,81,318,33,2022-03-25,"Oncidium",21.6,9
12.7,92,282,0,2022-03-10,"Cymbidium",19.5,6
20,85,268,37,2022-03-27,"Cambria",22.4,9
3,85,254,36,2022-03-15,"Odontoglossum",17.1,6
7.2,61,243,0,2022-03-20,"Paphiopedalum",21.9,5
10.9,89,274,36,2022-03-21,"Phalaenopsis",25.3,6
3.8,82,278,34,2022-04-13,"Odontoglossum",20.8,9
13.8,81,314,34,2022-04-02,"Cymbidium",17.2,7
15.7,87,267,0,2022-03-23,"Miltoniopsis",20.5,7
19.9,100,300,0,2022-03-10,"Cambria",20.2,7
12.6,77,294,38,2022-04-13,"Miltoniopsis",16.4,2
7.5,84,259,0,2022-04-10,"Paphiopedalum",21,4
11.1,63,0,32,2022-03-14,"Miltoniopsis",19.9,8
4,84,231,36,2022-03-16,"Odontoglossum",19.4,6
13.5,83,290,33,2022-03-09,"Miltoniopsis",16.9,7
14.6,92,328,0,2022-03-09,"Miltoniopsis",19.4,7
6.7,72,285,41,2022-03-06,"Cattleya",20.1,8
7.3,0,284,40,2022-03-29,"Oncidium",21.2,8
15.6,80,290,36,2022-03-15,"Cambria",21.9,7
8.2,79,253,37,2022-04-02,"Paphiopedalum",22,8
25,85,295,34,2022-04-08,"Dendrobium",18,9
23.1,94,262,0,2022-03-19,"Vanda",27.6,6
13.8,86,242,35,2022-03-16,"Phalaenopsis",28.2,6
6.8,77,266,36,2022-03-22,"Oncidium",20.4,10
8.6,74,290,37,2022-04-01,"Cattleya",21.5,5
23.4,77,316,35,2022-03-13,"Dendrobium",19.8,6
3.1,88,307,39,2022-03-27,"Odontoglossum",18.2,8
3.3,88,275,36,2022-04-05,"Odontoglossum",18.5,9
8.3,79,256,36,2022-03-29,"Paphiopedalum",22.9,5
19.4,87,260,37,2022-03-24,"Vanda",26.5,10
29.1,0,251,35,2022-04-03,"Dendrobium",19.2,9
27.1,69,322,38,2022-03-31,"Dendrobium",19.6,7
13,85,271,42,2022-03-24,"Cymbidium",17.6,6
20.5,71,325,35,2022-03-03,"Vanda",26.9,7
16,87,285,0,2022-03-25,"Phalaenopsis",27.3,7
12.3,88,234,39,2022-03-09,"Miltoniopsis",20.7,8
8.3,90,297,36,2022-04-07,"Oncidium",21.2,5
15.4,103,288,33,2022-03-26,"Phalaenopsis",27,5
15.1,78,245,35,2022-03-28,"Cymbidium",18.5,6
21.8,104,270,38,2022-03-29,"Vanda",26.2,7
8.3,103,0,39,2022-03-08,"Oncidium",20.9,5
8.3,70,0,38,2022-04-24,"Cattleya",20.5,3
13.1,97,265,0,2022-03-08,"Phalaenopsis",26.4,9
7.7,71,327,34,2022-03-04,"Paphiopedalum",21.1,6
27.8,0,261,33,2022-03-29,"Dendrobium",18.1,6
8.3,79,282,37,2022-03-27,"Paphiopedalum",19.7,4
17.2,87,0,35,2022-03-09,"Cymbidium",16.5,6
3.6,95,279,0,2022-03-22,"Odontoglossum",19.7,6
16.4,86,287,31,2022-03-30,"Cambria",21.1,8
18.5,72,266,34,2022-03-22,"Cambria",20.5,8
16.7,67,286,36,2022-03-24,"Cambria",20.4,6
13.5,77,261,38,2022-03-17,"Miltoniopsis",17.9,7
6.7,88,281,34,2022-04-03,"Oncidium",20.4,7
27.4,89,289,33,2022-03-14,"Dendrobium",19.1,5
15.4,103,270,38,2022-04-14,"Phalaenopsis",23.5,5
8.7,71,254,39,2022-03-30,"Cattleya",21.7,9
11.3,81,0,39,2022-03-28,"Miltoniopsis",16.5,4
11.7,65,294,35,2022-03-19,"Phalaenopsis",24.8,8
5.5,78,0,35,2022-03-15,"Oncidium",19.7,8
6.5,60,0,40,2022-03-30,"Cattleya",20.9,5
25,70,284,0,2022-03-03,"Vanda",25.6,6
6.1,0,254,33,2022-03-26,"Paphiopedalum",19.2,9
15,71,315,34,2022-03-21,"Phalaenopsis",24.2,6
3.3,89,253,0,2022-03-09,"Odontoglossum",17.8,2
20.2,94,283,37,2022-03-12,"Vanda",24.5,7
12.8,90,294,35,2022-03-19,"Cymbidium",18.7,8
17.5,77,309,0,2022-04-02,"Cambria",21.1,9
14.7,73,272,38,2022-03-31,"Miltoniopsis",18,4
9.8,72,0,35,2022-03-21,"Paphiopedalum",21.7,8
24.1,0,292,38,2022-03-31,"Dendrobium",19,6
7.3,90,0,34,2022-03-23,"Paphiopedalum",20.8,5
2.5,73,0,36,2022-03-30,"Odontoglossum",17,8
13.9,76,281,37,2022-03-16,"Phalaenopsis",23.6,6
23.9,87,263,32,2022-04-04,"Dendrobium",18.5,9
17.9,79,0,33,2022-03-12,"Cambria",21.4,5
18.5,95,268,39,2022-03-29,"Miltoniopsis",19,6
7.3,75,270,35,2022-03-23,"Oncidium",21.8,6
8.1,99,253,33,2022-03-05,"Oncidium",20.4,7
8.4,70,0,36,2022-03-05,"Cattleya",20.2,9
17.9,75,286,37,2022-03-27,"Cambria",20.2,5
18.7,97,0,38,2022-03-28,"Cambria",20.5,7
14.8,0,252,38,2022-03-13,"Cymbidium",18.6,5
5.6,79,237,31,2022-04-12,"Oncidium",21.8,4
16.1,0,0,41,2022-04-21,"Phalaenopsis",26.1,4
8.4,65,265,38,2022-03-13,"Cattleya",21.2,6
18.5,84,311,37,2022-03-13,"Vanda",24.5,8
12.9,84,295,32,2022-03-04,"Cymbidium",17.2,1
15.5,89,268,39,2022-04-12,"Phalaenopsis",24.7,7
17.3,73,0,36,2022-04-11,"Cambria",21.4,7
5.8,67,292,36,2022-04-03,"Cattleya",20.9,4
3.8,81,326,36,2022-04-20,"Odontoglossum",18.5,6
7.2,89,275,39,2022-03-11,"Cattleya",20.8,6
6.1,73,275,37,2022-04-12,"Paphiopedalum",21.3,5
11,74,282,35,2022-03-10,"Miltoniopsis",18.4,6
18.9,78,286,33,2022-03-05,"Cambria",20.9,5
16.2,74,274,0,2022-04-08,"Phalaenopsis",24.3,8
15.6,83,292,37,2022-04-10,"Cymbidium",19.8,10
20.1,78,237,35,2022-04-02,"Dendrobium",17.7,9
15.7,82,281,40,2022-04-13,"Miltoniopsis",19.5,3
13.2,85,268,31,2022-04-08,"Cymbidium",17.9,8
16.1,73,287,40,2022-04-02,"Miltoniopsis",17,4
3.1,0,275,33,2022-03-30,"Odontoglossum",16.9,6
17,66,247,38,2022-03-26,"Miltoniopsis",20,5
14.8,70,276,34,2022-03-19,"Cymbidium",16.4,4
8.4,61,258,35,2022-04-13,"Paphiopedalum",20.6,6
29.3,70,334,36,2022-04-05,"Dendrobium",18.1,9
16.8,0,249,0,2022-03-18,"Phalaenopsis",24.5,8
3.1,86,263,38,2022-03-11,"Odontoglossum",17.8,4
8.6,73,266,37,2022-03-16,"Cattleya",21.8,5
16.6,0,273,36,2022-03-23,"Cambria",20,7
6.3,58,308,40,2022-03-10,"Paphiopedalum",19.6,10
19.4,85,270,35,2022-04-07,"Vanda",26.5,7
19.3,83,274,38,2022-03-20,"Cambria",20.3,7
13.1,104,291,34,2022-04-15,"Phalaenopsis",26.5,6
16.3,78,279,35,2022-03-31,"Vanda",27.7,10
8.6,96,310,34,2022-03-06,"Oncidium",22.6,4
7.8,74,267,35,2022-04-07,"Cattleya",20.7,5
16.5,0,292,36,2022-03-21,"Cambria",21.8,8
14.5,98,277,39,2022-03-23,"Miltoniopsis",19.5,4
7.6,91,259,36,2022-04-12,"Cattleya",20.8,2
7.5,77,287,31,2022-04-05,"Cattleya",20.5,6
4,107,0,34,2022-04-17,"Odontoglossum",19.2,6
2.8,69,290,36,2022-04-01,"Odontoglossum",17.4,10
6.9,86,0,34,2022-03-27,"Oncidium",20,8
25.5,89,280,34,2022-03-14,"Dendrobium",19.7,8
15.7,84,0,0,2022-04-10,"Miltoniopsis",17.3,7
21.6,75,290,33,2022-03-22,"Vanda",24.8,7
9.2,80,287,36,2022-03-10,"Cattleya",21.2,6
14.2,0,290,37,2022-04-05,"Phalaenopsis",26.3,8
13.7,92,265,38,2022-03-24,"Cymbidium",19.8,5
8.4,71,266,32,2022-03-11,"Cattleya",22.3,7
20.9,95,280,34,2022-04-06,"Vanda",23.8,6
6.3,68,287,37,2022-03-25,"Paphiopedalum",20.6,7
17.7,68,316,35,2022-03-20,"Vanda",24.4,6
28.7,80,255,38,2022-04-02,"Dendrobium",20.5,8
15.3,0,295,40,2022-03-22,"Miltoniopsis",16.4,8
8.2,84,323,36,2022-04-15,"Oncidium",20.9,3
15.1,79,300,35,2022-04-04,"Cymbidium",17.7,9
9.8,93,0,37,2022-03-29,"Paphiopedalum",21.7,8
15.3,75,291,36,2022-04-03,"Miltoniopsis",18,5
8.8,99,303,40,2022-03-23,"Paphiopedalum",21,5
2.9,93,277,38,2022-03-25,"Odontoglossum",17.4,7
19.6,84,294,34,2022-04-01,"Cambria",21.1,8
16.7,70,331,37,2022-03-14,"Miltoniopsis",19,6
12.9,87,286,35,2022-04-05,"Phalaenopsis",25.3,10
2.5,0,273,38,2022-03-26,"Odontoglossum",17.4,8
17.9,77,278,36,2022-03-18,"Phalaenopsis",26,4
6.8,88,0,0,2022-03-21,"Paphiopedalum",20.2,6
28,72,274,38,2022-04-07,"Dendrobium",16.9,8
23.1,84,241,46,2022-04-13,"Vanda",26,6
8.9,0,0,39,2022-03-26,"Cattleya",22.4,6
12.9,72,256,0,2022-03-10,"Cambria",20.2,6
6.5,73,258,42,2022-03-27,"Paphiopedalum",20.8,7
19.9,85,268,34,2022-04-08,"Cambria",21.6,9
6,67,257,35,2022-03-19,"Cattleya",21,8
26.1,77,253,40,2022-03-25,"Dendrobium",18.8,6
3.1,87,258,37,2022-04-01,"Odontoglossum",16.9,6
6.8,0,303,38,2022-03-10,"Paphiopedalum",20.1,5
9,83,310,36,2022-03-11,"Paphiopedalum",21.2,6
2.9,68,283,41,2022-03-10,"Odontoglossum",18.8,7
8.5,84,259,39,2022-03-17,"Cattleya",20.1,7
14.3,0,255,41,2022-04-03,"Cymbidium",19.4,8
26.5,70,296,40,2022-04-02,"Dendrobium",17.9,7
2.8,72,274,42,2022-03-26,"Odontoglossum",19.3,6
6.9,93,275,39,2022-03-24,"Cattleya",20.3,8
7.7,84,286,38,2022-03-20,"Cattleya",21.8,7
3.4,71,280,37,2022-03-08,"Odontoglossum",18.8,5
23.7,99,297,34,2022-04-01,"Vanda",26.1,8
9.8,75,324,37,2022-04-03,"Cattleya",22.5,8
15.8,0,289,32,2022-04-06,"Cambria",21,8
12.6,85,269,34,2022-03-12,"Phalaenopsis",26.3,8
13.4,0,298,0,2022-04-14,"Cymbidium",18.1,6
23.7,0,296,40,2022-03-24,"Vanda",27.8,5
8.7,86,288,36,2022-03-28,"Cattleya",22.4,5
13.5,68,0,41,2022-03-14,"Phalaenopsis",25.3,9
13.7,67,296,0,2022-03-06,"Cymbidium",18.8,2
9.1,80,247,38,2022-04-03,"Paphiopedalum",20.2,4
6.5,68,333,0,2022-03-25,"Paphiopedalum",21.2,6
13.9,91,298,34,2022-04-04,"Cymbidium",17.5,9
7.8,64,272,0,2022-04-19,"Cattleya",20.6,6
7.3,99,313,35,2022-03-15,"Cattleya",21.3,6
8,91,293,36,2022-03-13,"Paphiopedalum",21.8,6
17.8,91,297,33,2022-03-09,"Miltoniopsis",19.7,8
16.7,95,302,35,2022-03-20,"Cambria",22.1,7
16,75,0,0,2022-03-15,"Miltoniopsis",18.7,7
7.4,81,246,39,2022-03-16,"Oncidium",20.5,5
13.1,81,264,39,2022-03-30,"Cymbidium",17.2,9
24.2,83,0,41,2022-03-18,"Vanda",28.1,7
13,71,271,38,2022-03-20,"Miltoniopsis",18.7,8
7,68,286,34,2022-04-03,"Oncidium",22.3,6
7.6,81,266,33,2022-03-14,"Cattleya",20,6
3.3,83,296,33,2022-03-17,"Odontoglossum",17.3,5
6,62,282,37,2022-04-06,"Paphiopedalum",19.9,4
7.9,73,303,38,2022-03-29,"Cattleya",20.8,5
14.3,78,283,31,2022-03-05,"Cymbidium",20.6,6
8.1,94,270,41,2022-03-14,"Oncidium",21.3,9
8.7,83,320,41,2022-03-28,"Cattleya",21.8,9
5.5,83,284,36,2022-04-17,"Oncidium",21.4,3
6.4,0,298,35,2022-03-27,"Oncidium",20.5,8
16.5,82,0,35,2022-04-22,"Cymbidium",19.8,7
3.6,96,333,0,2022-03-25,"Odontoglossum",19.4,9
17.3,0,282,34,2022-03-23,"Miltoniopsis",18.2,6
28.6,81,262,41,2022-04-05,"Dendrobium",18.1,8
6.6,81,234,35,2022-03-06,"Paphiopedalum",21.8,8
23.4,0,267,38,2022-03-23,"Dendrobium",17.3,5
27.8,84,306,38,2022-03-19,"Dendrobium",19.3,9
14.8,69,303,39,2022-04-09,"Cymbidium",19.7,8
17.4,97,319,30,2022-03-15,"Cambria",21.1,8
15.2,73,272,34,2022-03-11,"Cymbidium",17.9,6
14.5,78,259,38,2022-04-11,"Miltoniopsis",19.5,3
3,74,287,38,2022-03-29,"Odontoglossum",19.3,6
13.1,81,260,35,2022-03-12,"Phalaenopsis",25.6,9
14.3,84,285,39,2022-03-22,"Phalaenopsis",25,6
16.5,100,307,40,2022-04-05,"Cambria",20.7,7
6.8,83,295,37,2022-04-09,"Oncidium",22.1,5
7.5,72,251,38,2022-03-10,"Cattleya",21.4,7
2.6,79,280,39,2022-03-27,"Odontoglossum",16.3,8
6.3,87,0,0,2022-04-10,"Oncidium",21.4,7
6.9,91,290,36,2022-03-13,"Paphiopedalum",21.4,9
27.8,84,271,35,2022-04-11,"Dendrobium",19.6,5
15,105,280,37,2022-03-16,"Phalaenopsis",23.8,6
14.7,0,274,37,2022-03-20,"Cymbidium",18,6
6.8,83,266,37,2022-04-01,"Oncidium",20.5,6
8.6,88,301,36,2022-03-07,"Cattleya",20.4,7
15.5,77,258,40,2022-03-21,"Phalaenopsis",25.1,4
7.9,84,320,0,2022-04-19,"Cattleya",20.7,3
20.8,0,307,42,2022-03-19,"Dendrobium",18.7,7
13,95,311,40,2022-03-15,"Cymbidium",17.7,5
7.2,69,263,32,2022-03-05,"Paphiopedalum",21.8,6
3.4,97,302,34,2022-03-15,"Odontoglossum",19.3,7
19.3,78,275,0,2022-03-22,"Vanda",23.6,5
17,74,303,40,2022-04-12,"Cymbidium",19.7,10
18.7,77,300,37,2022-03-29,"Cambria",21.6,5
14.2,84,292,35,2022-04-05,"Cymbidium",18.8,7
7.3,82,0,35,2022-03-13,"Cattleya",21.1,9
15.3,95,292,0,2022-03-20,"Phalaenopsis",26.5,8
12.5,74,272,37,2022-03-14,"Phalaenopsis",24.3,7
26.6,70,266,0,2022-03-05,"Dendrobium",16.4,6
23.6,70,251,41,2022-03-18,"Vanda",25.3,7
2.4,73,288,0,2022-04-17,"Odontoglossum",17.1,5
26.8,76,287,35,2022-04-24,"Dendrobium",18.8,8
17.9,78,276,38,2022-04-03,"Phalaenopsis",26.7,6
6.1,90,231,39,2022-04-20,"Oncidium",20.2,2
8.8,0,264,0,2022-03-08,"Cattleya",19.8,5
8.7,58,283,36,2022-03-16,"Oncidium",20.9,9
9.5,96,277,39,2022-04-04,"Cattleya",22.9,7
26.1,89,314,36,2022-03-28,"Dendrobium",17.3,7
26.5,59,300,38,2022-03-18,"Dendrobium",17.2,6
20,84,302,35,2022-03-28,"Cambria",20.4,6
23,78,268,36,2022-03-22,"Vanda",27,9
25.5,95,0,0,2022-03-22,"Dendrobium",18.2,6
19.3,84,0,38,2022-03-11,"Vanda",23.7,7
15.2,89,277,0,2022-03-05,"Cambria",19.5,3
25.6,81,255,35,2022-03-26,"Vanda",26.3,10
3.6,70,285,40,2022-03-28,"Odontoglossum",19.7,6
6,63,274,36,2022-03-30,"Oncidium",20.3,7
12.8,69,314,41,2022-03-17,"Cymbidium",17.5,5
7.7,88,307,37,2022-03-23,"Cattleya",20.5,8
15.8,63,231,40,2022-03-18,"Miltoniopsis",17.4,6
8.5,86,249,36,2022-03-29,"Oncidium",21.3,7
22.4,74,279,34,2022-04-08,"Vanda",25.9,7
3.2,78,317,0,2022-03-21,"Odontoglossum",20.1,5
10.9,80,304,36,2022-03-30,"Miltoniopsis",16.2,4
7.9,100,296,38,2022-03-29,"Oncidium",22.8,4
24.1,63,298,38,2022-04-03,"Dendrobium",17.7,8
14.7,95,288,32,2022-04-17,"Miltoniopsis",18.8,3
2.9,76,271,39,2022-03-11,"Odontoglossum",19.2,7
23.2,97,296,40,2022-03-27,"Dendrobium",17,6
3.3,107,287,37,2022-03-20,"Odontoglossum",20.1,10
11.5,72,267,34,2022-04-11,"Cymbidium",20.3,7
18.7,0,319,36,2022-03-10,"Cambria",22,6
13,87,297,0,2022-04-06,"Cymbidium",18.3,10
20.6,93,0,41,2022-04-01,"Vanda",26.9,7
13,97,261,37,2022-04-02,"Phalaenopsis",24.6,5
7.6,80,265,34,2022-03-08,"Paphiopedalum",22.2,8
14.8,82,271,39,2022-04-14,"Cymbidium",19.8,7
9,96,249,37,2022-04-01,"Cattleya",19.7,6
7.6,91,273,36,2022-03-22,"Paphiopedalum",19.7,6
16.7,118,317,39,2022-03-14,"Miltoniopsis",16.9,9
30.4,0,248,36,2022-03-08,"Dendrobium",20.6,6
2.9,62,308,34,2022-03-17,"Odontoglossum",16.7,7
3.5,76,307,37,2022-03-23,"Odontoglossum",20,6
19.3,79,266,32,2022-04-20,"Vanda",24.3,5
28.4,121,236,37,2022-03-31,"Dendrobium",18.5,8
8.4,98,267,0,2022-03-17,"Paphiopedalum",22,8
25.9,80,270,32,2022-03-16,"Dendrobium",17.6,8
17.5,79,248,40,2022-04-06,"Phalaenopsis",27.4,6
28.9,66,241,39,2022-04-11,"Dendrobium",19.9,6
16.7,81,299,38,2022-03-14,"Miltoniopsis",20.4,9
12.2,78,296,35,2022-03-17,"Miltoniopsis",18.4,6
24,82,296,36,2022-04-06,"Dendrobium",17.8,7
13.7,76,221,34,2022-03-16,"Cymbidium",19.6,6
21.6,65,241,34,2022-03-18,"Vanda",27.1,7
16.8,0,259,0,2022-04-04,"Cambria",21.7,8
3.1,74,292,36,2022-03-18,"Odontoglossum",16.4,7
16.7,80,269,0,2022-04-06,"Cymbidium",20.4,6
3.6,92,248,37,2022-03-30,"Odontoglossum",19.1,9
16.9,70,311,40,2022-03-12,"Phalaenopsis",27.8,8
8,70,283,35,2022-03-06,"Paphiopedalum",21.1,9
6.8,71,328,37,2022-03-23,"Paphiopedalum",21.9,9
10.7,0,303,36,2022-04-06,"Miltoniopsis",17.2,4
13.3,86,318,37,2022-03-15,"Miltoniopsis",20.4,5
22.8,68,310,0,2022-03-12,"Dendrobium",17.4,7
